Year,Quarter,Category name,File link,source_file,source_path
2023.0,Q3,Estado de Ejecución de Recursos por Procedencia,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
2023.0,Q3,Estado de Ejecución de Recursos por Carácter Económico,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
2023.0,Q3,Estado de Ejecución de Recursos Afectados Vs Gastos,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
2023.0,Q3,Estado de Ejecución de Gastos,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ESTADO-DE-EJECUCION-DE-GASTOS-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
2023.0,Q3,Estado de Ejecución de Gastos por Fuente de Financiamiento,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
2023.0,Q3,Estado de Ejecución de Gastos por Carácter Económico,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
2023.0,Q3,Estado de Ejecución de Gastos por Finalidad y Función,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
2023.0,Q3,Estado de Ejecución de Gastos con Perspectiva de Género,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
2023.0,Q3,Situación Económica Financiera,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
2023.0,Q3,Cuenta Ahorro Inversión Financiamiento,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/CAIF-3°TRIMESTRE.pdf,transparency_index.csv,/Users/flong/Developer/cda-transparencia/frontend/dist/data/transparency_index.csv
