id,title,url,year,category,source,type,description,official_url,size_mb,last_modified
pdf-144,PRESUPUESTO 2025 APROBADO ORD 3280 24,http://carmendeareco.gob.ar/wp-content/uploads/2025/PRESUPUESTO-2025-APROBADO-ORD-3280-24.pdf,2025,Presupuesto_Municipal,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Presupuesto Municipal,http://carmendeareco.gob.ar/wp-content/uploads/2025/PRESUPUESTO-2025-APROBADO-ORD-3280-24.pdf,9.18,
pdf-27,ORDENANZA 3200 24 PRESUPUESTO 2024,http://carmendeareco.gob.ar/wp-content/uploads/2024/ORDENANZA-3200-24-PRESUPUESTO-2024.pdf,2024,Presupuesto_Municipal,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Presupuesto Municipal,http://carmendeareco.gob.ar/wp-content/uploads/2024/ORDENANZA-3200-24-PRESUPUESTO-2024.pdf,69.59,
