hash,filename,category,year,size_mb,web_url
657e795cccfca50b79ad49fbc3af921a81c6d399ca7c650afb39ff448b5543d0,Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-Junio.pdf,budget_execution,unknown,0.37,/data/documents/pdfs/budget_execution/unknown/657e795c_Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-Junio.pdf
b8fd4047379f92c5f3249af079f979c2de83a26c8b3755bbb4bf6ec887b783aa,Estado-de-Ejecucion-de-Recursos-por-Procedencia-Marzo.pdf,budget_execution,unknown,0.34,/data/documents/pdfs/budget_execution/unknown/b8fd4047_Estado-de-Ejecucion-de-Recursos-por-Procedencia-Marzo.pdf
53306e1153884c66096ca0005169d07ed9c417121d54321ad16e3e33a505cb96,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.pdf,budget_execution,2023,0.1,/data/documents/pdfs/budget_execution/2023/53306e11_ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.pdf
4125c24fb06ed2d26e492e84c25a838ec6c3cf0e9326d49c02c8b9baf7178181,GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,budget_execution,unknown,0.26,/data/documents/pdfs/budget_execution/unknown/4125c24f_GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf
465dae3e768f713c360ed1857ea1f97b9c74d78dc32ad7ce8b603f7dbffc2432,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf,budget_execution,unknown,0.1,/data/documents/pdfs/budget_execution/unknown/465dae3e_ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf
e00625e929b2d148c98e02f8fd0d697d5034e19be5555349e7931902c21d5b6c,ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2.pdf,budget_execution,unknown,0.12,/data/documents/pdfs/budget_execution/unknown/e00625e9_ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2.pdf
0b09f42064bf14f39d0a6d51da8d52ad7fb001a63cd3bab7b00d3ba3fafafbe6,Situacion-Economico-Financiera-Marzo.pdf,financial_statements,unknown,0.21,/data/documents/pdfs/financial_statements/unknown/0b09f420_Situacion-Economico-Financiera-Marzo.pdf
52df63981063e70a4f4f90e8b7fa6c27c9ddf5ba74d32e3e1629dd6c6d5c7794,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.pdf,budget_execution,unknown,0.1,/data/documents/pdfs/budget_execution/unknown/52df6398_ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.pdf
a2f62b95099ab076e4ff621ab5d14bc649738ec70de0831ca9f3be7bff9cf59b,LICITACION-PUBLICA-N°8.pdf,contracts,unknown,0.77,/data/documents/pdfs/contracts/unknown/a2f62b95_LICITACION-PUBLICA-N°8.pdf
ee8a3c2aab89ba62d573850e6f715dbe8b5ee37aae7d426c7ce7a4acfc21286f,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf,budget_execution,unknown,0.1,/data/documents/pdfs/budget_execution/unknown/ee8a3c2a_ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf
2ba47d2c3b626473b13de82698d87d76cfc91e69e8e174ea87c7b75e24fa331e,SITUACION-ECONOMICA-FINANCIERA-4°TRIMESTRE.pdf,financial_statements,unknown,0.08,/data/documents/pdfs/financial_statements/unknown/2ba47d2c_SITUACION-ECONOMICA-FINANCIERA-4°TRIMESTRE.pdf
57d5e4fbca388e26460809c7acf2a66dc5b4d79d336b07a82aa147ee47b2c0ed,SITUACION-ECONOMICA-FINANCIERA-2.pdf,financial_statements,unknown,0.07,/data/documents/pdfs/financial_statements/unknown/57d5e4fb_SITUACION-ECONOMICA-FINANCIERA-2.pdf
8ba792ed7ac608e72188d3c9d9d8279636f1d6be6b255212fcf241c4809a4a49,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1.pdf,budget_execution,unknown,0.1,/data/documents/pdfs/budget_execution/unknown/8ba792ed_ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1.pdf
6a2785885a928f0eb585c365b449f9508d124b3fc883e01ac99d311015e40d53,SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE.pdf,financial_statements,unknown,0.07,/data/documents/pdfs/financial_statements/unknown/6a278588_SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE.pdf
338d773bec757011ebdeeee0a9d987cf14275d21857ff23258d64f54d2f1233b,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf,budget_execution,unknown,0.06,/data/documents/pdfs/budget_execution/unknown/338d773b_ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf
5872165b737a1ebe62afb3b4ddb55bab58aae7d10e89d9c2c05cbecbe270c1dd,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE.pdf,budget_execution,unknown,0.1,/data/documents/pdfs/budget_execution/unknown/5872165b_ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE.pdf
cc95c83a6ab8c9fb567755afa0ff9fc941a59c90be2b0faf6620f97b99dc2f5f,Estado-de-Ejecucion-de-Recursos-Junio.pdf,budget_execution,unknown,0.44,/data/documents/pdfs/budget_execution/unknown/cc95c83a_Estado-de-Ejecucion-de-Recursos-Junio.pdf
a4b793ddf65083f966cc1441762761fc806d87901e9fcb658458816a5ab9537f,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-copia.pdf,budget_execution,unknown,0.11,/data/documents/pdfs/budget_execution/unknown/a4b793dd_ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-copia.pdf
308daa7e179baedd867e9fd32cc73d3695082b17b4019e0280f363e3a7a0ac76,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.pdf,budget_execution,unknown,0.1,/data/documents/pdfs/budget_execution/unknown/308daa7e_ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.pdf
e2ddf5be5abcecdbc8e2ec509decfdace401249b01571cd8ab1b75935e1c030b,Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-Marzo.pdf,budget_execution,unknown,0.26,/data/documents/pdfs/budget_execution/unknown/e2ddf5be_Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-Marzo.pdf
a841f43fbcd9b851ee884dedfd2e9381bb4166c4dea34a30b1f3d5e2cf14e624,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO.pdf,budget_execution,unknown,0.1,/data/documents/pdfs/budget_execution/unknown/a841f43f_ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO.pdf
